17A,Small,40.59405940594059
24P,Small,38.613861386138616
09Q,Large,56.43564356435643
65Y,Small,39.603960396039604
19N,Small,35.64356435643565
92K,Large,61.386138613861384
33W,Small,51.48514851485149
98C,Large,62.37623762376238
75G,Small,46.53465346534654
88Q,Large,51.48514851485149
